s,thickness_m
-2063.176025,0.008838454261
-2060.84375,0.00885433238
-2046.745728,0.00890956074
-1948.346558,5.08645e-07
-1945.407227,0.008194537833
-1927.950073,4.42505e-07
-1914.912964,5.42514e-07
-1874.298584,0.009307316504
-1838.271729,2.0325e-07
-1828.418945,0.006239982788
-1827.926025,0.009424342774
-1825.759766,0.009109629318
-1798.686279,0.01004098821
-1795.349976,6.031259e-06
-1792.82605,0.009496610612
-1790.151978,0.009281056933
-1783.407227,0.002543302253
-1770.22522,1.4637094e-05
-1764.033447,0.01005434245
-1756.135254,6.477079e-06
-1754.863037,8.56419e-07
-1747.04541,4.800113e-06
-1745.523804,0.001085855532
-1742.597534,1.0700965e-05
-1741.453125,6.158644e-06
-1737.761108,0.009863339365
-1720.075928,2.10866e-07
-1718.53186,1.90149e-07
-1706.315796,2.21958e-07
-1699.183228,0.009620902129
-1693.829468,2.7198e-07
-1683.44812,1.447059e-06
-1657.992065,0
-1651.198853,0.009184052236
-1650.410522,1.7838e-08
-1644.830688,7.323e-09
-1592.259644,6.015107e-06
-1572.762329,3.01136e-06
-1549.831177,5.921751e-06
-1533.408813,0.005924246274
-1531.025513,1.33359e-07
-1521.73645,0.005830134731
-1518.818848,1.36689e-07
-1515.233032,1.15481e-07
-1514.744995,0
-1513.881836,1.19127e-07
-1498.571777,0
-1494.64209,0
-1491.492554,9.2198e-08
-1485.690186,0
-1467.491821,0
-1463.499146,0
-1460.061768,0
-1453.467285,0
-1433.256348,0
-1429.179199,0
-1423.148193,0
-1412.535889,0
-1379.787842,0
-1368.822754,0
-1356.307617,0
-1350.259888,0
-1346.103149,0
-1336.163452,0
-1333.383789,0.004576636478
-1302.984253,0
-1294.362549,0
-1288.74707,0.004341456573
-1275.806519,0
-1261.954224,0
-1226.5448,0.003997015767
-1220.261719,0.003657247871
-1211.881104,0.003750697244
-1208.555664,0.003816361306
-1203.426514,0.003781008767
-1189.44812,0.003560094861
-1187.303223,0
-1166.44458,0
-1103.623901,0
-1076.313965,0
-1056.352905,0.003262646263
-1025.212891,0.003157782368
-1000.439209,0.00305855996
-980.5150146,0
-971.3375854,0.002927766647
-970.6157837,0.002925036009
-968.7503052,0.002920314437
-893.2120361,3.7342943e-05
-832.9486694,0.002541602124
-814.8997192,0.000500185241
-773.0161743,0.003125810297
-747.5085449,0.003222684143
-736.9400635,0.002781218151
-732.90625,0.00223485101
-730.1884766,0.002285264665
-728.6308594,0.002279972425
-728.5577393,0.002293329919
-725.3969727,0.002284326358
-710.4153442,0.002568299184
-703.8105469,0.002195070265
-703.6544189,0.002196183195
-696.6070557,0.002133693313
-683.3917236,0.002367038047
-681.9137573,0.002069634153
-679.4645996,0.002287731739
-678.0167847,0.002227415331
-675.579834,0.002229489386
-669.692627,0.002154837595
-667.6565552,0.002012729645
-663.333374,0.002140642609
-661.3791504,0.001988284755
-659.7681885,0.002062981948
-653.1151733,0.002044578083
-651.4276733,0.001955152955
-645.1989136,0.001938490663
-643.4360352,0.00191108475
-642.579895,0.001910703722
-641.2550659,0.001943455194
-638.6204224,0.001905717188
-638.0023804,0.001903686556
-636.7935181,0.001912780106
-636.0175171,0.001900205738
-635.2755127,0.001907184836
-633.1542358,0.00192629802
-631.7214355,0.001953208586
-629.0027466,0.001949945814
-627.038147,0.002058867831
-623.2057495,0.001874182024
-622.2796021,0.002041257685
-620.4593506,0.003126434749
-618.5646973,0.001858563861
-614.8441162,0.00183625007
-607.6603394,0.001818786724
-607.3770142,0.00293792435
-605.949707,0.001909417915
-605.0490112,0.001905078883
-605.0445557,0.001796076074
-604.9360352,0.001810860704
-604.9052124,0.001808661269
-604.8126831,0.001870938344
-602.6383057,0.001800685772
-602.1104126,0.00179482461
-602.0353394,0.001862372505
-601.8240967,0.001792727504
-600.8347778,0.001858824631
-595.5968628,0.001837252057
-594.8757324,0.001838250202
-593.9242554,0.001772293821
-560.3803711,0.002094613155
